Optical Power Monitor
5.0.4590.776
Delimiter Used: 	 'tab'

Start of Measurement 	 1/26/2026 06:42:25
Sample Interval 	 1 s
	 PM101A 231023123	 PM101A 231023126
Type	 PM101A	 PM101A
Serialnumber	 M00982675	 M00982676
Sensor	 S120C	 S120C
SensorSerialnumber	 231023123	 231023126
Wavelength / Responsivity	 619 nm	 619 nm

			PM101A 231023123	 PM101A 231023126	 
Samples 	Date (MM/dd/yyyy) 	Time of day (hh:mm:ss) 	Power (W)	Power (W)	
394	 1/26/2026	 06:49:00.287	2.4416E-06	1.1162E-07
395	 1/26/2026	 06:49:01.308	2.4469E-06	1.1187E-07
396	 1/26/2026	 06:49:02.325	2.4512E-06	1.1207E-07
397	 1/26/2026	 06:49:03.339	2.4489E-06	1.1198E-07
398	 1/26/2026	 06:49:04.363	2.4612E-06	1.1255E-07
399	 1/26/2026	 06:49:05.384	2.4579E-06	1.1243E-07
400	 1/26/2026	 06:49:06.403	2.4631E-06	1.1266E-07
401	 1/26/2026	 06:49:07.423	2.4701E-06	1.1297E-07
402	 1/26/2026	 06:49:08.443	2.479E-06	1.1336E-07
403	 1/26/2026	 06:49:09.463	2.4921E-06	1.1399E-07
404	 1/26/2026	 06:49:10.484	2.4932E-06	1.1406E-07
405	 1/26/2026	 06:49:11.501	2.5074E-06	1.147E-07
406	 1/26/2026	 06:49:12.523	2.5044E-06	1.1456E-07
407	 1/26/2026	 06:49:13.544	2.5085E-06	1.1478E-07
408	 1/26/2026	 06:49:14.566	2.5094E-06	1.1483E-07
409	 1/26/2026	 06:49:15.583	2.5087E-06	1.1478E-07
410	 1/26/2026	 06:49:16.599	2.5118E-06	1.1494E-07
411	 1/26/2026	 06:49:17.616	2.503E-06	1.1452E-07
412	 1/26/2026	 06:49:18.636	2.5073E-06	1.1477E-07
413	 1/26/2026	 06:49:19.658	2.4963E-06	1.1428E-07
414	 1/26/2026	 06:49:20.678	2.4939E-06	1.1414E-07
415	 1/26/2026	 06:49:21.696	2.4916E-06	1.1401E-07
416	 1/26/2026	 06:49:22.720	2.4889E-06	1.139E-07
417	 1/26/2026	 06:49:23.736	2.489E-06	1.1392E-07
418	 1/26/2026	 06:49:24.757	2.478E-06	1.1342E-07
419	 1/26/2026	 06:49:25.778	2.4794E-06	1.135E-07
420	 1/26/2026	 06:49:26.798	2.4694E-06	1.1303E-07
421	 1/26/2026	 06:49:27.818	2.4666E-06	1.1291E-07
422	 1/26/2026	 06:49:28.837	2.4633E-06	1.1275E-07
423	 1/26/2026	 06:49:29.857	2.4629E-06	1.1274E-07
424	 1/26/2026	 06:49:30.876	2.4596E-06	1.1265E-07
425	 1/26/2026	 06:49:31.153	2.4353E-06	1.1153E-07
426	 1/26/2026	 06:49:32.174	2.4533E-06	1.1232E-07
427	 1/26/2026	 06:49:33.197	2.4446E-06	1.1193E-07
428	 1/26/2026	 06:49:34.213	2.445E-06	1.1193E-07
429	 1/26/2026	 06:49:35.234	2.4513E-06	1.122E-07
430	 1/26/2026	 06:49:36.254	2.4547E-06	1.1235E-07
431	 1/26/2026	 06:49:37.275	2.4607E-06	1.1265E-07
432	 1/26/2026	 06:49:38.292	2.4494E-06	1.1214E-07
433	 1/26/2026	 06:49:39.312	2.4597E-06	1.1262E-07
434	 1/26/2026	 06:49:40.333	2.4498E-06	1.1214E-07
435	 1/26/2026	 06:49:41.354	2.4447E-06	1.1191E-07
436	 1/26/2026	 06:49:42.374	2.4462E-06	1.1199E-07
437	 1/26/2026	 06:49:43.393	2.4442E-06	1.1189E-07
438	 1/26/2026	 06:49:44.414	2.4423E-06	1.1181E-07
439	 1/26/2026	 06:49:45.436	2.4363E-06	1.1154E-07
440	 1/26/2026	 06:49:46.456	2.4426E-06	1.1183E-07
441	 1/26/2026	 06:49:47.471	2.4334E-06	1.1139E-07
442	 1/26/2026	 06:49:48.489	2.427E-06	1.111E-07
443	 1/26/2026	 06:49:49.506	2.4274E-06	1.1113E-07
444	 1/26/2026	 06:49:50.524	2.425E-06	1.1102E-07
445	 1/26/2026	 06:49:51.538	2.4313E-06	1.1133E-07
446	 1/26/2026	 06:49:52.552	2.4259E-06	1.1109E-07
447	 1/26/2026	 06:49:53.570	2.4291E-06	1.1124E-07
448	 1/26/2026	 06:49:54.593	2.4196E-06	1.1079E-07
449	 1/26/2026	 06:49:55.613	2.4083E-06	1.103E-07
450	 1/26/2026	 06:49:56.634	2.3999E-06	1.0991E-07
451	 1/26/2026	 06:49:57.655	2.3912E-06	1.095E-07
452	 1/26/2026	 06:49:58.676	2.3921E-06	1.0952E-07
453	 1/26/2026	 06:49:59.695	2.383E-06	1.0912E-07
454	 1/26/2026	 06:50:00.717	2.3804E-06	1.09E-07
455	 1/26/2026	 06:50:01.738	2.3748E-06	1.0876E-07
456	 1/26/2026	 06:50:02.768	2.3711E-06	1.0859E-07
457	 1/26/2026	 06:50:03.794	2.3742E-06	1.0871E-07
458	 1/26/2026	 06:50:04.813	2.3711E-06	1.0859E-07
459	 1/26/2026	 06:50:05.833	2.3663E-06	1.0836E-07
460	 1/26/2026	 06:50:06.862	2.3567E-06	1.079E-07
461	 1/26/2026	 06:50:07.890	2.3631E-06	1.0821E-07
462	 1/26/2026	 06:50:08.169	2.3606E-06	1.0809E-07
463	 1/26/2026	 06:50:09.190	2.3664E-06	1.0836E-07
464	 1/26/2026	 06:50:10.211	2.3712E-06	1.0862E-07
465	 1/26/2026	 06:50:11.232	2.3683E-06	1.0848E-07
466	 1/26/2026	 06:50:12.252	2.3728E-06	1.0869E-07
467	 1/26/2026	 06:50:13.276	2.3806E-06	1.0906E-07
468	 1/26/2026	 06:50:14.297	2.3879E-06	1.0942E-07
469	 1/26/2026	 06:50:15.318	2.3843E-06	1.0923E-07
470	 1/26/2026	 06:50:16.338	2.3826E-06	1.0916E-07
471	 1/26/2026	 06:50:17.358	2.3866E-06	1.0936E-07
472	 1/26/2026	 06:50:18.376	2.3827E-06	1.0917E-07
473	 1/26/2026	 06:50:19.398	2.3886E-06	1.0942E-07
474	 1/26/2026	 06:50:20.420	2.3881E-06	1.0939E-07
475	 1/26/2026	 06:50:21.440	2.3957E-06	1.0977E-07
476	 1/26/2026	 06:50:22.460	2.3956E-06	1.0977E-07
477	 1/26/2026	 06:50:23.480	2.3947E-06	1.0972E-07
478	 1/26/2026	 06:50:24.500	2.3978E-06	1.0986E-07
479	 1/26/2026	 06:50:25.520	2.3997E-06	1.0997E-07
480	 1/26/2026	 06:50:26.541	2.4036E-06	1.1017E-07
481	 1/26/2026	 06:50:27.562	2.3925E-06	1.0966E-07
482	 1/26/2026	 06:50:28.582	2.3926E-06	1.0967E-07
483	 1/26/2026	 06:50:29.606	2.391E-06	1.0959E-07
484	 1/26/2026	 06:50:30.626	2.3895E-06	1.0953E-07
485	 1/26/2026	 06:50:31.646	2.3852E-06	1.0933E-07
486	 1/26/2026	 06:50:32.669	2.3799E-06	1.0912E-07
487	 1/26/2026	 06:50:33.688	2.3802E-06	1.0912E-07
488	 1/26/2026	 06:50:34.708	2.3714E-06	1.0871E-07
489	 1/26/2026	 06:50:35.728	2.3821E-06	1.0919E-07
490	 1/26/2026	 06:50:36.749	2.387E-06	1.0942E-07
491	 1/26/2026	 06:50:37.770	2.3939E-06	1.0974E-07
492	 1/26/2026	 06:50:38.790	2.3975E-06	1.0992E-07
493	 1/26/2026	 06:50:39.814	2.3931E-06	1.097E-07
494	 1/26/2026	 06:50:40.835	2.3854E-06	1.0936E-07
495	 1/26/2026	 06:50:41.858	2.3717E-06	1.0874E-07
496	 1/26/2026	 06:50:42.878	2.3704E-06	1.0868E-07
497	 1/26/2026	 06:50:43.157	2.3602E-06	1.0821E-07
498	 1/26/2026	 06:50:44.179	2.3622E-06	1.0828E-07
499	 1/26/2026	 06:50:45.199	2.362E-06	1.083E-07
500	 1/26/2026	 06:50:46.220	2.3579E-06	1.0811E-07
501	 1/26/2026	 06:50:47.240	2.3544E-06	1.0795E-07
502	 1/26/2026	 06:50:48.267	2.3479E-06	1.0765E-07
503	 1/26/2026	 06:50:49.271	2.3476E-06	1.076E-07
504	 1/26/2026	 06:50:50.271	2.3422E-06	1.0735E-07
505	 1/26/2026	 06:50:51.298	2.3438E-06	1.0743E-07
506	 1/26/2026	 06:50:52.315	2.3417E-06	1.0734E-07
507	 1/26/2026	 06:50:53.316	2.3347E-06	1.0702E-07
508	 1/26/2026	 06:50:54.323	2.3368E-06	1.0714E-07
509	 1/26/2026	 06:50:55.344	2.3341E-06	1.07E-07
510	 1/26/2026	 06:50:56.374	2.333E-06	1.0694E-07
511	 1/26/2026	 06:50:57.382	2.3334E-06	1.0697E-07
512	 1/26/2026	 06:50:58.403	2.3347E-06	1.0705E-07
513	 1/26/2026	 06:50:59.424	2.3361E-06	1.0711E-07
514	 1/26/2026	 06:51:00.446	2.3334E-06	1.0697E-07
515	 1/26/2026	 06:51:01.472	2.3352E-06	1.0707E-07
516	 1/26/2026	 06:51:02.492	2.3356E-06	1.0711E-07
517	 1/26/2026	 06:51:03.511	2.335E-06	1.0709E-07
518	 1/26/2026	 06:51:04.532	2.335E-06	1.0709E-07
519	 1/26/2026	 06:51:05.554	2.3348E-06	1.0709E-07
520	 1/26/2026	 06:51:06.576	2.3348E-06	1.0709E-07
521	 1/26/2026	 06:51:07.596	2.334E-06	1.0707E-07
522	 1/26/2026	 06:51:08.615	2.342E-06	1.0743E-07
523	 1/26/2026	 06:51:09.637	2.3394E-06	1.073E-07
524	 1/26/2026	 06:51:10.665	2.3405E-06	1.0738E-07
525	 1/26/2026	 06:51:11.687	2.3452E-06	1.0758E-07
526	 1/26/2026	 06:51:12.707	2.3477E-06	1.0766E-07
527	 1/26/2026	 06:51:13.729	2.3471E-06	1.0767E-07
528	 1/26/2026	 06:51:14.749	2.3424E-06	1.0743E-07
529	 1/26/2026	 06:51:15.767	2.3577E-06	1.0812E-07
530	 1/26/2026	 06:51:16.789	2.3647E-06	1.0845E-07
531	 1/26/2026	 06:51:17.805	2.3774E-06	1.0907E-07
532	 1/26/2026	 06:51:18.820	2.3933E-06	1.0977E-07
533	 1/26/2026	 06:51:19.837	2.4114E-06	1.106E-07
534	 1/26/2026	 06:51:20.857	2.4276E-06	1.1132E-07
535	 1/26/2026	 06:51:21.877	2.4311E-06	1.1149E-07
536	 1/26/2026	 06:51:22.129	2.4556E-06	1.1262E-07
537	 1/26/2026	 06:51:23.152	2.4474E-06	1.1224E-07
538	 1/26/2026	 06:51:24.175	2.4578E-06	1.1272E-07
539	 1/26/2026	 06:51:25.194	2.47E-06	1.1329E-07
540	 1/26/2026	 06:51:26.215	2.4714E-06	1.1338E-07
541	 1/26/2026	 06:51:27.234	2.4865E-06	1.1407E-07
542	 1/26/2026	 06:51:28.255	2.4941E-06	1.1441E-07
543	 1/26/2026	 06:51:29.272	2.504E-06	1.1486E-07
544	 1/26/2026	 06:51:30.293	2.5063E-06	1.15E-07
545	 1/26/2026	 06:51:31.313	2.5013E-06	1.1476E-07
546	 1/26/2026	 06:51:32.335	2.4989E-06	1.1462E-07
547	 1/26/2026	 06:51:33.355	2.4813E-06	1.1383E-07
548	 1/26/2026	 06:51:34.372	2.4763E-06	1.1363E-07
549	 1/26/2026	 06:51:35.387	2.4555E-06	1.1268E-07
550	 1/26/2026	 06:51:36.405	2.4469E-06	1.1228E-07
551	 1/26/2026	 06:51:37.425	2.4351E-06	1.1173E-07
552	 1/26/2026	 06:51:38.445	2.4151E-06	1.1079E-07
553	 1/26/2026	 06:51:39.467	2.4013E-06	1.1017E-07
554	 1/26/2026	 06:51:40.488	2.381E-06	1.0923E-07
555	 1/26/2026	 06:51:41.507	2.3772E-06	1.0908E-07
556	 1/26/2026	 06:51:42.528	2.3628E-06	1.0842E-07
557	 1/26/2026	 06:51:43.549	2.3583E-06	1.082E-07
558	 1/26/2026	 06:51:44.571	2.353E-06	1.0799E-07
559	 1/26/2026	 06:51:45.590	2.3556E-06	1.0809E-07
560	 1/26/2026	 06:51:46.611	2.3589E-06	1.0825E-07
561	 1/26/2026	 06:51:47.634	2.3595E-06	1.083E-07
562	 1/26/2026	 06:51:48.656	2.363E-06	1.0845E-07
563	 1/26/2026	 06:51:49.679	2.3588E-06	1.0824E-07
564	 1/26/2026	 06:51:50.696	2.3603E-06	1.083E-07
565	 1/26/2026	 06:51:51.710	2.3584E-06	1.0821E-07
566	 1/26/2026	 06:51:52.731	2.3561E-06	1.081E-07
567	 1/26/2026	 06:51:53.748	2.3564E-06	1.0812E-07
568	 1/26/2026	 06:51:54.769	2.3532E-06	1.0799E-07
569	 1/26/2026	 06:51:55.792	2.3579E-06	1.082E-07
570	 1/26/2026	 06:51:56.812	2.353E-06	1.0798E-07
571	 1/26/2026	 06:51:57.832	2.3479E-06	1.0773E-07
572	 1/26/2026	 06:51:58.852	2.3403E-06	1.0741E-07
573	 1/26/2026	 06:51:59.872	2.3374E-06	1.0727E-07
574	 1/26/2026	 06:52:00.152	2.339E-06	1.0735E-07
575	 1/26/2026	 06:52:01.174	2.3349E-06	1.0716E-07
576	 1/26/2026	 06:52:02.196	2.3381E-06	1.0733E-07
577	 1/26/2026	 06:52:03.218	2.3341E-06	1.0715E-07
578	 1/26/2026	 06:52:04.238	2.3319E-06	1.0703E-07
579	 1/26/2026	 06:52:05.268	2.3361E-06	1.0723E-07
580	 1/26/2026	 06:52:06.287	2.3422E-06	1.075E-07
581	 1/26/2026	 06:52:07.306	2.3472E-06	1.0775E-07
582	 1/26/2026	 06:52:08.327	2.3414E-06	1.075E-07
583	 1/26/2026	 06:52:09.347	2.3466E-06	1.0776E-07
584	 1/26/2026	 06:52:10.369	2.3447E-06	1.0764E-07
585	 1/26/2026	 06:52:11.389	2.3429E-06	1.0754E-07
586	 1/26/2026	 06:52:12.409	2.3369E-06	1.0729E-07
587	 1/26/2026	 06:52:13.427	2.3268E-06	1.0685E-07
588	 1/26/2026	 06:52:14.428	2.3215E-06	1.066E-07
589	 1/26/2026	 06:52:15.431	2.3161E-06	1.0634E-07
590	 1/26/2026	 06:52:16.432	2.3253E-06	1.0676E-07
591	 1/26/2026	 06:52:17.444	2.3317E-06	1.0706E-07
592	 1/26/2026	 06:52:18.464	2.3375E-06	1.0737E-07
593	 1/26/2026	 06:52:19.487	2.3395E-06	1.0744E-07
594	 1/26/2026	 06:52:20.508	2.3389E-06	1.0741E-07
595	 1/26/2026	 06:52:21.529	2.3517E-06	1.0802E-07
596	 1/26/2026	 06:52:22.548	2.3575E-06	1.0829E-07
597	 1/26/2026	 06:52:23.569	2.3729E-06	1.0898E-07
598	 1/26/2026	 06:52:24.590	2.3811E-06	1.094E-07
599	 1/26/2026	 06:52:25.610	2.384E-06	1.0958E-07
600	 1/26/2026	 06:52:26.631	2.3869E-06	1.0969E-07
601	 1/26/2026	 06:52:27.650	2.3825E-06	1.0948E-07
602	 1/26/2026	 06:52:28.671	2.3822E-06	1.095E-07
603	 1/26/2026	 06:52:29.691	2.3732E-06	1.091E-07
604	 1/26/2026	 06:52:30.716	2.3733E-06	1.091E-07
605	 1/26/2026	 06:52:31.738	2.3687E-06	1.0888E-07
606	 1/26/2026	 06:52:32.761	2.3619E-06	1.0856E-07
607	 1/26/2026	 06:52:33.780	2.3533E-06	1.0815E-07
608	 1/26/2026	 06:52:34.800	2.3493E-06	1.0797E-07
609	 1/26/2026	 06:52:35.822	2.3504E-06	1.0803E-07
610	 1/26/2026	 06:52:36.843	2.3444E-06	1.0773E-07
611	 1/26/2026	 06:52:37.861	2.3448E-06	1.0775E-07
612	 1/26/2026	 06:52:38.882	2.342E-06	1.0761E-07
613	 1/26/2026	 06:52:39.161	2.3382E-06	1.0745E-07
614	 1/26/2026	 06:52:40.180	2.3305E-06	1.0711E-07
615	 1/26/2026	 06:52:41.202	2.3192E-06	1.0657E-07
616	 1/26/2026	 06:52:42.223	2.3187E-06	1.0656E-07
617	 1/26/2026	 06:52:43.245	2.321E-06	1.0664E-07
618	 1/26/2026	 06:52:44.266	2.3242E-06	1.0678E-07
619	 1/26/2026	 06:52:45.286	2.3209E-06	1.0662E-07
620	 1/26/2026	 06:52:46.307	2.3211E-06	1.0664E-07
621	 1/26/2026	 06:52:47.324	2.3229E-06	1.0673E-07
622	 1/26/2026	 06:52:48.339	2.3303E-06	1.0709E-07
623	 1/26/2026	 06:52:49.359	2.335E-06	1.0731E-07
624	 1/26/2026	 06:52:50.381	2.3293E-06	1.0704E-07
625	 1/26/2026	 06:52:51.402	2.3238E-06	1.0679E-07
626	 1/26/2026	 06:52:52.420	2.3175E-06	1.0653E-07
627	 1/26/2026	 06:52:53.437	2.316E-06	1.0649E-07
628	 1/26/2026	 06:52:54.457	2.3179E-06	1.0657E-07
629	 1/26/2026	 06:52:55.476	2.3152E-06	1.0645E-07
630	 1/26/2026	 06:52:56.501	2.3149E-06	1.0642E-07
631	 1/26/2026	 06:52:57.528	2.3121E-06	1.063E-07
632	 1/26/2026	 06:52:58.529	2.3173E-06	1.0655E-07
633	 1/26/2026	 06:52:59.548	2.3188E-06	1.0666E-07
634	 1/26/2026	 06:53:00.568	2.3224E-06	1.0681E-07
635	 1/26/2026	 06:53:01.588	2.3292E-06	1.0715E-07
636	 1/26/2026	 06:53:02.611	2.3325E-06	1.0729E-07
637	 1/26/2026	 06:53:03.633	2.3399E-06	1.0764E-07
638	 1/26/2026	 06:53:04.659	2.3383E-06	1.0758E-07
639	 1/26/2026	 06:53:05.678	2.3409E-06	1.0771E-07
640	 1/26/2026	 06:53:06.697	2.3455E-06	1.0791E-07
641	 1/26/2026	 06:53:07.715	2.3521E-06	1.0823E-07
642	 1/26/2026	 06:53:08.734	2.3581E-06	1.085E-07
643	 1/26/2026	 06:53:09.754	2.3541E-06	1.083E-07
644	 1/26/2026	 06:53:10.774	2.3656E-06	1.0884E-07
645	 1/26/2026	 06:53:11.794	2.3648E-06	1.0884E-07
646	 1/26/2026	 06:53:12.815	2.3682E-06	1.0901E-07
647	 1/26/2026	 06:53:13.836	2.3757E-06	1.0935E-07
648	 1/26/2026	 06:53:14.855	2.3775E-06	1.0943E-07
649	 1/26/2026	 06:53:15.873	2.3805E-06	1.0954E-07
650	 1/26/2026	 06:53:16.151	2.365E-06	1.0881E-07
651	 1/26/2026	 06:53:17.168	2.3842E-06	1.0974E-07
652	 1/26/2026	 06:53:18.190	2.3755E-06	1.0932E-07
653	 1/26/2026	 06:53:19.211	2.3721E-06	1.0917E-07
654	 1/26/2026	 06:53:20.233	2.3702E-06	1.0911E-07
655	 1/26/2026	 06:53:21.255	2.3626E-06	1.0877E-07
656	 1/26/2026	 06:53:22.276	2.3628E-06	1.0875E-07
657	 1/26/2026	 06:53:23.297	2.3566E-06	1.0849E-07
658	 1/26/2026	 06:53:24.317	2.3598E-06	1.0864E-07
659	 1/26/2026	 06:53:25.337	2.3524E-06	1.0829E-07
660	 1/26/2026	 06:53:26.358	2.3553E-06	1.0843E-07
661	 1/26/2026	 06:53:27.377	2.3587E-06	1.0861E-07
662	 1/26/2026	 06:53:28.399	2.3533E-06	1.0834E-07
663	 1/26/2026	 06:53:29.420	2.3534E-06	1.0834E-07
664	 1/26/2026	 06:53:30.439	2.3469E-06	1.0806E-07
665	 1/26/2026	 06:53:31.458	2.3535E-06	1.0838E-07
666	 1/26/2026	 06:53:32.479	2.3496E-06	1.0822E-07
667	 1/26/2026	 06:53:33.492	2.3499E-06	1.0824E-07
668	 1/26/2026	 06:53:34.511	2.3554E-06	1.0847E-07
669	 1/26/2026	 06:53:35.533	2.3558E-06	1.085E-07
670	 1/26/2026	 06:53:36.553	2.3654E-06	1.0897E-07
671	 1/26/2026	 06:53:37.574	2.3603E-06	1.0873E-07
672	 1/26/2026	 06:53:38.593	2.3621E-06	1.0882E-07
673	 1/26/2026	 06:53:39.617	2.3511E-06	1.083E-07
674	 1/26/2026	 06:53:40.636	2.3482E-06	1.0815E-07
675	 1/26/2026	 06:53:41.656	2.3454E-06	1.0805E-07
676	 1/26/2026	 06:53:42.674	2.3377E-06	1.0768E-07
677	 1/26/2026	 06:53:43.677	2.3353E-06	1.0762E-07
678	 1/26/2026	 06:53:44.695	2.3331E-06	1.0749E-07
679	 1/26/2026	 06:53:45.716	2.335E-06	1.0758E-07
680	 1/26/2026	 06:53:46.738	2.3337E-06	1.0751E-07
681	 1/26/2026	 06:53:47.758	2.3355E-06	1.0757E-07
682	 1/26/2026	 06:53:48.779	2.3361E-06	1.076E-07
683	 1/26/2026	 06:53:49.800	2.3397E-06	1.0776E-07
684	 1/26/2026	 06:53:50.821	2.3414E-06	1.0786E-07
685	 1/26/2026	 06:53:51.840	2.344E-06	1.0795E-07
686	 1/26/2026	 06:53:52.857	2.3443E-06	1.0796E-07
687	 1/26/2026	 06:53:53.874	2.3398E-06	1.0778E-07
688	 1/26/2026	 06:53:54.152	2.3392E-06	1.077E-07
689	 1/26/2026	 06:53:55.168	2.3382E-06	1.0768E-07
690	 1/26/2026	 06:53:56.192	2.3413E-06	1.0783E-07
691	 1/26/2026	 06:53:57.213	2.3408E-06	1.078E-07
692	 1/26/2026	 06:53:58.233	2.3408E-06	1.0779E-07
693	 1/26/2026	 06:53:59.253	2.3393E-06	1.0775E-07
694	 1/26/2026	 06:54:00.276	2.3334E-06	1.0748E-07
695	 1/26/2026	 06:54:01.298	2.3304E-06	1.0733E-07
696	 1/26/2026	 06:54:02.320	2.3275E-06	1.0717E-07
697	 1/26/2026	 06:54:03.339	2.3232E-06	1.0699E-07
698	 1/26/2026	 06:54:04.357	2.3214E-06	1.0689E-07
699	 1/26/2026	 06:54:05.378	2.3203E-06	1.0684E-07
700	 1/26/2026	 06:54:06.398	2.3199E-06	1.0681E-07
701	 1/26/2026	 06:54:07.418	2.3172E-06	1.0667E-07
702	 1/26/2026	 06:54:08.438	2.3157E-06	1.066E-07
703	 1/26/2026	 06:54:09.459	2.317E-06	1.0666E-07
704	 1/26/2026	 06:54:10.479	2.3179E-06	1.067E-07
705	 1/26/2026	 06:54:11.501	2.3153E-06	1.0659E-07
706	 1/26/2026	 06:54:12.526	2.316E-06	1.0661E-07
707	 1/26/2026	 06:54:13.548	2.3202E-06	1.0683E-07
708	 1/26/2026	 06:54:14.569	2.3232E-06	1.0696E-07
709	 1/26/2026	 06:54:15.589	2.3273E-06	1.0716E-07
710	 1/26/2026	 06:54:16.605	2.3315E-06	1.0739E-07
711	 1/26/2026	 06:54:17.621	2.3334E-06	1.0748E-07
712	 1/26/2026	 06:54:18.633	2.3376E-06	1.0766E-07
713	 1/26/2026	 06:54:19.655	2.3405E-06	1.0781E-07
714	 1/26/2026	 06:54:20.676	2.3409E-06	1.0783E-07
715	 1/26/2026	 06:54:21.698	2.3409E-06	1.0785E-07
716	 1/26/2026	 06:54:22.720	2.3411E-06	1.0786E-07
717	 1/26/2026	 06:54:23.739	2.3433E-06	1.0794E-07
718	 1/26/2026	 06:54:24.760	2.341E-06	1.0784E-07
719	 1/26/2026	 06:54:25.776	2.3527E-06	1.084E-07
720	 1/26/2026	 06:54:26.795	2.3632E-06	1.0885E-07
721	 1/26/2026	 06:54:27.817	2.3897E-06	1.101E-07
722	 1/26/2026	 06:54:28.838	2.4181E-06	1.1142E-07
723	 1/26/2026	 06:54:29.858	2.4403E-06	1.1243E-07
724	 1/26/2026	 06:54:30.876	2.4656E-06	1.1362E-07
725	 1/26/2026	 06:54:31.127	2.4631E-06	1.1349E-07
726	 1/26/2026	 06:54:32.147	2.4942E-06	1.1494E-07
727	 1/26/2026	 06:54:33.167	2.5053E-06	1.1547E-07
728	 1/26/2026	 06:54:34.188	2.5052E-06	1.1543E-07
729	 1/26/2026	 06:54:35.207	2.5103E-06	1.1569E-07
730	 1/26/2026	 06:54:36.229	2.5043E-06	1.1541E-07
731	 1/26/2026	 06:54:37.250	2.5101E-06	1.1567E-07
732	 1/26/2026	 06:54:38.271	2.5072E-06	1.1554E-07
733	 1/26/2026	 06:54:39.293	2.509E-06	1.1563E-07
734	 1/26/2026	 06:54:40.313	2.5053E-06	1.1546E-07
735	 1/26/2026	 06:54:41.334	2.5001E-06	1.1524E-07
736	 1/26/2026	 06:54:42.359	2.4892E-06	1.1471E-07
737	 1/26/2026	 06:54:43.382	2.4736E-06	1.1403E-07
738	 1/26/2026	 06:54:44.403	2.4674E-06	1.1374E-07
739	 1/26/2026	 06:54:45.423	2.4535E-06	1.1311E-07
740	 1/26/2026	 06:54:46.443	2.4495E-06	1.1288E-07
741	 1/26/2026	 06:54:47.467	2.4376E-06	1.1235E-07
742	 1/26/2026	 06:54:48.487	2.4339E-06	1.1218E-07
743	 1/26/2026	 06:54:49.508	2.4294E-06	1.12E-07
744	 1/26/2026	 06:54:50.529	2.4211E-06	1.116E-07
745	 1/26/2026	 06:54:51.551	2.4169E-06	1.114E-07
746	 1/26/2026	 06:54:52.570	2.4035E-06	1.108E-07
747	 1/26/2026	 06:54:53.589	2.4033E-06	1.1081E-07
748	 1/26/2026	 06:54:54.603	2.3938E-06	1.1036E-07
749	 1/26/2026	 06:54:55.618	2.3856E-06	1.1E-07
750	 1/26/2026	 06:54:56.639	2.3808E-06	1.098E-07
751	 1/26/2026	 06:54:57.660	2.3837E-06	1.0991E-07
752	 1/26/2026	 06:54:58.680	2.3883E-06	1.1015E-07
753	 1/26/2026	 06:54:59.701	2.3811E-06	1.0981E-07
754	 1/26/2026	 06:55:00.721	2.3799E-06	1.0977E-07
755	 1/26/2026	 06:55:01.740	2.3748E-06	1.0949E-07
756	 1/26/2026	 06:55:02.756	2.3708E-06	1.0931E-07
757	 1/26/2026	 06:55:03.770	2.3677E-06	1.0918E-07
758	 1/26/2026	 06:55:04.790	2.3603E-06	1.0884E-07
759	 1/26/2026	 06:55:05.812	2.3583E-06	1.0873E-07
760	 1/26/2026	 06:55:06.832	2.3502E-06	1.0834E-07
761	 1/26/2026	 06:55:07.853	2.3475E-06	1.0821E-07
762	 1/26/2026	 06:55:08.877	2.3423E-06	1.0799E-07
763	 1/26/2026	 06:55:09.158	2.3412E-06	1.0798E-07
764	 1/26/2026	 06:55:10.177	2.3371E-06	1.0778E-07
765	 1/26/2026	 06:55:11.199	2.3327E-06	1.0756E-07
766	 1/26/2026	 06:55:12.220	2.3342E-06	1.0761E-07
767	 1/26/2026	 06:55:13.226	2.3287E-06	1.0738E-07
768	 1/26/2026	 06:55:14.246	2.3265E-06	1.0727E-07
769	 1/26/2026	 06:55:15.266	2.3244E-06	1.0719E-07
770	 1/26/2026	 06:55:16.284	2.3278E-06	1.0734E-07
771	 1/26/2026	 06:55:17.298	2.329E-06	1.074E-07
772	 1/26/2026	 06:55:18.314	2.3317E-06	1.0753E-07
773	 1/26/2026	 06:55:19.337	2.334E-06	1.0765E-07
774	 1/26/2026	 06:55:20.358	2.3363E-06	1.0778E-07
775	 1/26/2026	 06:55:21.380	2.3347E-06	1.0771E-07
776	 1/26/2026	 06:55:22.402	2.3268E-06	1.0732E-07
777	 1/26/2026	 06:55:23.421	2.3222E-06	1.0714E-07
778	 1/26/2026	 06:55:24.441	2.3261E-06	1.0732E-07
779	 1/26/2026	 06:55:25.460	2.3296E-06	1.0748E-07
780	 1/26/2026	 06:55:26.481	2.3398E-06	1.0795E-07
781	 1/26/2026	 06:55:27.500	2.3431E-06	1.0812E-07
782	 1/26/2026	 06:55:28.520	2.3455E-06	1.0825E-07
783	 1/26/2026	 06:55:29.540	2.3514E-06	1.0852E-07
784	 1/26/2026	 06:55:30.559	2.3555E-06	1.087E-07
785	 1/26/2026	 06:55:31.580	2.3594E-06	1.0889E-07
786	 1/26/2026	 06:55:32.602	2.3516E-06	1.0852E-07
787	 1/26/2026	 06:55:33.623	2.3532E-06	1.086E-07
788	 1/26/2026	 06:55:34.644	2.3466E-06	1.0832E-07
